mode,distance_km,passengers,occupancy,traffic_index,temperature_c,rain_index,weekend,co2e_kg
Motorcycle,7.727,1,114.82,0.367,20.54,0.525,1,0.85077
Walking,12.956,1,116.08,0.158,13.11,0.503,0,0.0
Bicycle,20.726,1,118.58,0.033,13.48,0.039,0,0.0
Motorcycle,5.518,1,133.95,0.678,30.01,0.318,0,0.67778
Bus,3.067,1,14.75,0.694,29.42,0.135,0,0.38882
Bus,6.479,1,21.54,0.507,22.73,0.01,1,0.56594
Walking,19.067,1,144.71,0.922,26.7,0.203,1,0.0
Bicycle,6.913,1,118.61,0.138,30.96,0.974,1,0.0
Car,21.379,4,4.0,0.692,29.44,0.069,0,1.2057
Bus,15.322,1,12.61,0.516,17.55,0.506,1,2.08429
Bicycle,10.695,1,118.03,0.3,16.96,0.62,1,0.0
Bicycle,28.885,1,108.25,0.659,22.08,0.154,0,0.00539
Bicycle,10.762,1,126.61,0.563,26.73,0.985,0,0.0
Car,4.353,3,3.0,0.007,27.89,0.264,1,0.28826
Motorcycle,3.333,1,117.73,0.679,32.7,0.328,1,0.37981
Bicycle,6.474,1,115.13,0.991,33.47,0.938,0,0.00226
Walking,12.907,1,114.65,0.007,18.65,0.751,0,0.0
Bicycle,6.887,1,106.19,0.439,23.41,0.552,0,0.0
Bus,8.433,1,14.05,0.932,26.93,0.442,0,1.12039
Bicycle,3.456,1,133.37,0.209,24.95,0.588,1,0.0
Car,1.335,3,3.0,0.717,32.75,0.392,1,0.10941
Walking,22.54,1,119.08,0.718,27.01,0.497,0,0.00375
Metro,14.74,1,126.34,0.988,39.14,0.919,1,0.57615
Walking,14.75,1,120.8,0.521,36.05,0.11,1,0.00047
Bicycle,7.708,1,117.37,0.838,24.53,0.049,1,0.0
Car,16.519,3,3.0,0.795,16.85,0.592,1,1.23405
Car,8.648,3,3.0,0.225,19.9,0.471,1,0.6043
Walking,24.285,1,131.37,0.553,20.32,0.519,1,0.01096
Car,3.237,4,4.0,0.623,25.43,0.711,1,0.17719
Metro,18.505,1,130.48,0.861,24.49,0.837,0,0.69993
Motorcycle,8.585,1,112.36,0.322,21.61,0.82,0,1.01863
Motorcycle,20.7,1,124.76,0.402,31.67,0.915,1,2.44195
Bicycle,28.299,1,123.58,0.804,19.84,0.806,0,0.0
Car,20.657,4,4.0,0.951,23.15,0.287,1,1.19842
Car,16.035,3,3.0,0.004,14.3,0.246,1,1.09861
Motorcycle,13.437,1,107.68,0.89,28.08,0.695,0,1.71549
Bus,14.231,1,25.5,0.278,23.53,0.836,0,1.00195
Bicycle,9.152,1,117.87,0.19,13.19,0.965,1,0.00568
Metro,5.636,1,128.27,0.217,34.14,0.534,1,0.22027
Motorcycle,15.283,1,125.74,0.756,20.5,0.389,0,1.94677
Motorcycle,16.656,1,123.92,0.203,19.53,0.083,1,1.78976
Car,6.34,5,5.0,0.89,30.38,0.24,1,0.29738
Bus,10.868,1,20.47,0.36,28.32,0.296,0,0.90404
Walking,9.899,1,134.41,0.278,11.6,0.738,1,0.0
Walking,1.871,1,127.75,0.348,38.57,0.615,0,0.0007
Bicycle,2.195,1,126.29,0.752,22.71,0.299,0,0.0
Bus,1.689,1,27.53,0.061,14.59,0.331,0,0.10475
Bicycle,4.956,1,119.49,0.992,32.63,0.852,0,0.01227
Bus,16.755,1,12.78,0.638,25.45,0.851,1,2.47035
Bicycle,12.155,1,107.55,0.71,32.71,0.936,1,0.0
Bus,25.103,1,28.94,0.255,31.74,0.796,1,1.57175
Metro,15.699,1,118.14,0.09,31.51,0.25,0,0.65414
Bicycle,7.366,1,118.65,0.451,32.54,0.465,0,0.0
Bus,14.387,1,22.54,0.988,19.81,0.088,0,1.19374
Bicycle,5.922,1,114.93,0.662,28.92,0.94,0,0.0
Bus,3.584,1,39.01,0.704,12.35,0.758,1,0.15617
Metro,23.238,1,114.41,0.525,37.84,0.96,0,0.99757
Walking,5.644,1,124.18,0.023,14.61,0.562,0,0.0
Metro,14.223,1,118.82,0.016,16.2,0.312,1,0.60478
Motorcycle,14.082,1,120.37,0.936,33.95,0.568,0,1.77543
Walking,12.081,1,122.26,0.428,18.39,0.686,1,0.02845
Metro,10.809,1,116.1,0.723,26.35,0.271,1,0.43264
Bicycle,2.036,1,142.4,0.414,24.11,0.29,1,0.0
Bicycle,8.29,1,118.58,0.683,29.28,0.653,1,0.0
Bus,13.548,1,14.45,0.424,18.33,0.367,1,1.66221
Bus,18.901,1,25.42,0.706,12.44,0.47,1,1.41524
Walking,20.834,1,112.75,0.564,17.72,0.62,1,0.00375
Car,4.676,2,2.0,0.12,39.97,0.412,0,0.49899
Car,6.991,2,2.0,0.915,31.39,0.464,1,0.81191
Metro,4.203,1,119.6,0.142,29.9,0.516,1,0.17589
Walking,0.5,1,121.27,0.133,15.77,0.143,1,0.0
Bicycle,8.53,1,116.61,0.813,36.44,0.547,1,0.0156
Car,19.288,3,3.0,0.386,21.88,0.305,0,1.39109
Metro,12.102,1,111.0,0.867,20.38,0.923,0,0.5633
Motorcycle,12.533,1,118.9,0.91,25.94,0.586,0,1.59289
Metro,31.394,1,101.33,0.649,24.93,0.093,0,1.55591
Car,5.639,5,5.0,0.882,16.29,0.091,0,0.25623
Walking,13.528,1,125.71,0.715,12.07,0.593,0,0.0
Car,28.537,5,5.0,0.316,13.89,0.695,1,1.16708
Motorcycle,3.344,1,116.77,0.432,14.3,0.954,1,0.3897
Car,24.879,4,4.0,0.055,14.18,0.493,0,1.22573
Bus,5.721,1,6.69,0.372,12.16,0.22,0,1.41435
Car,12.873,5,5.0,0.324,17.13,0.014,1,0.56909
Car,2.341,4,4.0,0.357,35.56,0.241,1,0.11735
Metro,0.962,1,117.47,0.612,17.91,0.172,0,0.04353
Metro,4.014,1,120.1,0.453,12.63,0.721,0,0.1501
Walking,4.199,1,122.81,0.947,29.56,0.663,0,0.012
Metro,10.787,1,120.92,0.546,13.72,0.393,1,0.44969
Bicycle,9.891,1,104.24,0.754,14.06,0.925,1,0.02384
Metro,7.497,1,127.91,0.718,38.49,0.669,0,0.28205
Bus,23.586,1,22.14,0.953,21.85,0.8,0,2.07054
Bicycle,6.287,1,107.49,0.789,18.44,0.695,1,0.0
Walking,12.8,1,125.95,0.175,10.87,0.407,0,0.0
Bus,5.323,1,9.01,0.274,31.88,0.31,1,1.02656
Walking,8.142,1,124.82,0.178,13.03,0.765,1,0.0
Bus,12.289,1,20.19,0.622,30.6,0.905,0,1.14526
Metro,5.169,1,122.89,0.095,31.36,0.728,1,0.20866
Bus,26.289,1,15.43,0.5,33.04,0.268,1,2.92079
Bus,4.938,1,12.85,0.798,36.61,0.385,1,0.70404
Metro,15.342,1,114.2,0.909,31.93,0.627,0,0.64491
Car,10.975,3,3.0,0.503,35.68,0.709,0,0.80191
Bicycle,6.573,1,120.49,0.474,17.66,0.031,0,0.00572
Bicycle,13.357,1,116.9,0.438,24.22,0.581,0,0.00245
Car,20.511,2,2.0,0.524,18.41,0.86,0,2.28245
Car,0.996,4,4.0,0.404,26.09,0.46,1,0.04486
Walking,0.5,1,116.83,0.556,28.35,0.986,1,0.0
Metro,20.07,1,113.45,0.484,37.56,0.807,1,0.87221
Car,5.523,2,2.0,0.724,26.57,0.836,0,0.64543
Walking,15.124,1,113.78,0.102,16.15,0.806,1,0.0
Car,25.731,4,4.0,0.19,11.85,0.449,1,1.2816
Motorcycle,6.338,1,127.8,0.568,15.57,0.679,0,0.73368
Car,13.187,2,2.0,0.334,14.58,0.218,0,1.32506
Bicycle,5.517,1,119.43,0.976,10.98,0.732,1,0.00202
Bicycle,12.736,1,147.63,0.655,33.49,0.828,0,0.0
Bus,33.729,1,4.13,0.021,15.87,0.8,1,13.37267
Motorcycle,6.609,1,130.71,0.071,10.91,0.465,0,0.67798
Walking,3.112,1,122.43,0.817,30.58,0.512,0,0.00504
Bus,15.537,1,12.03,0.862,16.35,0.042,1,2.45637
Walking,5.422,1,120.63,0.355,28.47,0.13,1,0.00384
Walking,7.745,1,136.97,0.605,12.53,0.065,0,0.0
Bicycle,5.145,1,106.88,0.589,25.99,0.688,1,0.0
Motorcycle,35.859,1,117.94,0.126,26.61,0.344,1,3.82007
Car,12.695,4,4.0,0.259,34.59,0.003,0,0.66681
Metro,14.288,1,116.91,0.824,26.52,0.619,1,0.5868
Car,13.746,1,1.0,0.84,37.61,0.102,1,3.16661
Motorcycle,24.894,1,124.8,0.018,10.75,0.511,0,2.70992
Walking,5.119,1,113.98,0.766,36.32,0.52,0,0.00501
Metro,25.688,1,116.53,0.892,30.75,0.952,0,1.12179
Bicycle,21.162,1,117.04,0.659,39.36,0.745,0,0.0
Bus,6.004,1,11.61,0.284,13.56,0.512,0,0.86592
Walking,13.526,1,123.15,0.896,10.79,0.522,1,0.0
Motorcycle,24.904,1,126.38,0.303,14.63,0.72,0,2.7741
Metro,9.318,1,116.47,0.359,23.17,0.18,0,0.39465
Bus,8.425,1,31.42,0.019,18.19,0.468,0,0.43247
Metro,10.344,1,122.08,0.371,11.57,0.742,1,0.42164
Metro,10.597,1,119.77,0.511,19.15,0.18,0,0.42086
Motorcycle,5.772,1,108.03,0.138,17.11,0.03,0,0.6338
Bicycle,15.158,1,134.7,0.567,34.86,0.236,1,0.00577
Bus,11.448,1,18.23,0.912,13.29,0.458,0,1.21924
Bus,6.606,1,10.85,0.974,29.6,0.66,0,1.20459
Motorcycle,10.95,1,111.78,0.825,22.63,0.415,0,1.3288
Motorcycle,13.15,1,117.04,0.659,39.76,0.235,1,1.57569
Walking,9.27,1,107.56,0.655,26.09,0.238,0,0.00876
Bus,2.575,1,14.22,0.241,35.93,0.28,1,0.31409
Motorcycle,16.707,1,117.73,0.85,39.88,0.107,0,2.03741
Car,4.12,2,2.0,0.856,33.12,0.019,1,0.44977
Bus,3.387,1,14.28,0.412,15.63,0.756,0,0.42298
Motorcycle,12.218,1,106.42,0.114,19.01,0.431,1,1.31326
Motorcycle,5.033,1,122.49,0.773,35.52,0.733,0,0.59916
Metro,5.876,1,125.82,0.771,19.51,0.654,1,0.22924
Bus,2.175,1,21.02,0.366,11.46,0.03,0,0.16421
Walking,4.6,1,102.73,0.252,31.77,0.284,0,0.00424
Car,10.413,2,2.0,0.746,33.09,0.724,0,1.21289
Bus,42.244,1,15.86,0.814,14.81,0.661,1,5.15066
Motorcycle,6.293,1,124.31,0.876,14.88,0.364,0,0.75993
Walking,5.598,1,127.09,0.075,30.34,0.791,0,0.0
Bicycle,13.479,1,119.66,0.913,29.31,0.884,1,0.0
Walking,4.223,1,117.44,0.978,23.04,0.182,0,0.0
Car,3.019,2,2.0,0.987,29.55,0.7,1,0.37264
Motorcycle,3.242,1,114.39,0.864,19.11,0.675,1,0.41457
Bus,8.419,1,28.18,0.447,25.37,0.215,1,0.52543
Walking,8.245,1,111.55,0.195,17.95,0.273,0,0.0
Bus,8.592,1,12.37,0.34,30.69,0.176,1,1.14296
Motorcycle,10.209,1,112.68,0.273,39.84,0.918,0,1.18002
Motorcycle,1.689,1,124.52,0.126,13.73,0.417,1,0.18421
Walking,5.26,1,114.58,0.686,37.49,0.455,0,0.0036
Car,14.148,5,5.0,0.875,18.21,0.158,0,0.63042
Walking,8.65,1,120.94,0.111,13.97,0.078,0,0.00446
Bus,3.115,1,21.5,0.857,31.86,0.472,1,0.25519
Bus,17.112,1,24.41,0.4,24.35,0.525,1,1.26954
Bus,26.189,1,14.33,0.297,12.59,0.428,1,3.15066
Car,13.248,2,2.0,0.612,37.04,0.567,0,1.56017
Motorcycle,16.919,1,119.57,0.447,26.29,0.267,1,2.00794
Metro,3.861,1,120.78,0.605,22.3,0.316,0,0.17387
Walking,47.505,1,111.15,0.131,29.15,0.209,0,0.00389
Motorcycle,6.721,1,114.41,0.443,28.51,0.869,1,0.7644
Car,12.805,1,1.0,0.924,26.35,0.415,0,3.11625
Bus,18.411,1,17.66,0.922,25.22,0.438,0,2.03987
Metro,4.679,1,123.41,0.644,21.92,0.004,1,0.17784
Walking,6.271,1,107.02,0.276,29.66,0.309,0,0.02521
Walking,23.518,1,134.82,0.319,32.49,0.137,1,0.0
Bus,11.448,1,28.57,0.316,15.44,0.188,0,0.66559
Bicycle,11.044,1,115.03,0.046,23.88,0.815,1,0.0
Car,6.425,3,3.0,0.579,25.53,0.681,1,0.48273
Metro,16.644,1,128.63,0.501,26.22,0.552,0,0.64257
Bicycle,16.738,1,123.38,0.402,15.37,0.414,1,0.0
Bicycle,21.063,1,115.33,0.74,19.97,0.827,1,0.00155
Car,0.5,1,1.0,0.425,18.25,0.429,1,0.10363
Car,12.906,2,2.0,0.137,33.26,0.202,0,1.27142
Bicycle,10.239,1,127.2,0.463,28.91,0.023,1,0.0
Motorcycle,9.689,1,122.02,0.662,13.46,0.293,0,1.18029
Motorcycle,12.265,1,108.56,0.696,27.53,0.519,0,1.44031
Metro,6.684,1,142.86,0.15,27.91,0.603,0,0.22031
Bus,20.467,1,30.81,0.394,39.99,0.225,1,1.18798
Motorcycle,8.587,1,113.2,0.221,25.19,0.889,1,1.01072
Bicycle,5.111,1,120.54,0.71,27.16,0.879,1,0.00579
Car,1.993,2,2.0,0.387,38.24,0.324,0,0.21363
Bus,14.044,1,14.59,0.39,14.83,0.276,1,1.68879
Metro,7.172,1,135.82,0.717,18.6,0.758,0,0.26048
Metro,10.136,1,121.4,0.364,31.73,0.632,1,0.41915
Bus,7.118,1,29.76,0.532,34.02,0.595,1,0.43303
Bicycle,23.251,1,109.47,0.238,39.42,0.228,1,0.0
Bus,1.35,1,27.6,0.159,14.77,0.486,1,0.06781
Motorcycle,9.945,1,127.22,0.031,28.64,0.627,0,1.05799
Motorcycle,34.443,1,118.12,0.465,16.25,0.812,0,4.00084
Car,2.338,5,5.0,0.161,19.22,0.333,1,0.0855
Metro,7.965,1,120.77,0.855,31.11,0.355,1,0.31266
Metro,7.277,1,124.63,0.615,16.54,0.663,0,0.28095
Bicycle,8.314,1,117.21,0.651,31.06,0.403,0,0.00559
Motorcycle,2.717,1,113.33,0.291,25.2,0.487,0,0.30789
Metro,7.269,1,120.56,0.63,29.05,0.609,1,0.30477
Bus,4.601,1,17.24,0.852,11.39,0.525,0,0.53403
Metro,11.055,1,119.59,0.763,17.22,0.151,0,0.45778
Motorcycle,21.223,1,122.58,0.98,16.77,0.422,0,2.81318
Metro,14.847,1,114.65,0.55,28.08,0.055,1,0.64537
Motorcycle,6.825,1,113.94,0.513,28.71,0.357,0,0.79106
Motorcycle,18.007,1,113.36,0.506,39.53,0.223,0,2.07484
Bus,1.146,1,10.77,0.581,22.5,0.052,1,0.1845
Walking,11.242,1,111.13,0.29,22.37,0.759,1,0.00989
Bus,6.276,1,22.49,0.862,26.9,0.295,1,0.5065
Car,32.194,5,5.0,0.288,25.3,0.837,0,1.4089
Bus,9.78,1,12.58,0.926,28.04,0.767,1,1.57791
Bus,4.913,1,15.6,0.554,26.58,0.042,1,0.53367
Car,13.8,2,2.0,0.3,15.26,0.22,0,1.50033
Bus,13.142,1,10.53,0.843,28.64,0.563,1,2.49211
Motorcycle,7.541,1,116.59,0.483,36.83,0.277,0,0.81466
Metro,21.706,1,130.02,0.004,19.74,0.59,0,0.79922
Bus,2.186,1,18.04,0.415,29.47,0.733,1,0.23312
Bus,18.666,1,17.98,0.837,11.41,0.174,1,1.91979
Car,10.503,5,5.0,0.658,21.55,0.003,1,0.44166
Bus,4.539,1,15.64,0.895,27.17,0.608,0,0.55718
Bicycle,7.076,1,135.31,0.443,20.34,0.753,0,0.00415
Walking,18.047,1,112.13,0.17,10.59,0.052,0,0.0071
Car,4.541,1,1.0,0.245,38.88,0.911,0,0.92372
Bus,10.258,1,15.98,0.123,13.07,0.561,1,1.05758
Car,27.684,5,5.0,0.004,15.79,0.236,0,1.06493
Car,15.554,5,5.0,0.712,28.81,0.184,0,0.70218
Car,17.563,5,5.0,0.306,17.84,0.461,0,0.72775
Car,6.889,3,3.0,0.822,24.38,0.062,0,0.50081
Motorcycle,10.357,1,109.06,0.423,22.8,0.194,1,1.14872
Metro,14.208,1,97.04,0.05,19.84,0.87,0,0.76032
Walking,5.546,1,109.57,0.86,21.46,0.756,1,0.00661
Metro,4.992,1,123.96,0.303,39.58,0.378,1,0.21431
Motorcycle,11.653,1,114.41,0.608,19.96,0.448,1,1.41308
Walking,9.59,1,112.35,0.241,17.87,0.093,1,0.0
Metro,6.031,1,119.36,0.632,39.96,0.295,1,0.2509
Motorcycle,15.631,1,126.02,0.638,20.35,0.396,1,1.87711
Car,15.175,3,3.0,0.634,35.91,0.041,0,1.08963
Metro,7.075,1,110.49,0.344,32.98,0.743,0,0.30402
Bus,3.144,1,23.92,0.666,34.88,0.277,0,0.23545
Bicycle,22.138,1,124.81,0.069,31.7,0.749,0,0.00392
Bicycle,13.459,1,117.8,0.651,37.13,0.928,0,0.0
Motorcycle,34.573,1,118.09,0.077,14.27,0.9,0,3.7882
Bus,5.86,1,24.58,0.316,14.36,0.997,1,0.4273
Metro,12.907,1,119.22,0.722,16.49,0.829,1,0.54725
Bicycle,14.38,1,108.1,0.779,12.58,0.191,1,0.00497
Motorcycle,4.503,1,107.94,0.464,23.01,0.412,1,0.53347
Motorcycle,6.281,1,114.71,0.201,21.53,0.147,0,0.66889
Bus,2.539,1,10.04,0.818,18.03,0.775,1,0.47995
Metro,18.93,1,123.84,0.96,14.43,0.353,0,0.75473
Walking,5.648,1,124.96,0.646,38.52,0.817,0,0.00988
Car,26.337,4,4.0,0.658,22.81,0.732,0,1.44989
Car,4.294,4,4.0,0.129,34.36,0.819,0,0.2351
Motorcycle,12.291,1,107.79,0.537,23.37,0.006,1,1.47465
Metro,5.283,1,124.47,0.178,29.38,0.192,1,0.22569
Metro,4.183,1,127.14,0.055,34.29,0.796,1,0.16388
Walking,1.343,1,114.65,0.944,16.23,0.683,1,0.0
Walking,12.657,1,113.38,0.0,20.51,0.366,0,0.0
Motorcycle,9.293,1,121.1,0.746,19.38,0.663,1,1.21063
Walking,30.831,1,134.26,0.306,10.71,0.255,0,0.0
Metro,18.594,1,117.47,0.4,33.58,0.591,1,0.7606
Metro,13.389,1,129.17,0.981,15.28,0.193,1,0.50522
Metro,2.858,1,114.89,0.674,18.45,0.915,1,0.12675
Car,15.319,1,1.0,0.343,35.24,0.519,1,3.10471
Bus,10.304,1,27.25,0.369,10.03,0.962,1,0.70463
Metro,23.294,1,127.42,0.972,28.65,0.671,0,0.89133
Bus,3.591,1,8.4,0.662,36.37,0.303,1,0.77294
Motorcycle,11.028,1,138.3,0.101,15.24,0.933,1,1.18642
Motorcycle,5.986,1,119.39,0.148,10.56,0.501,0,0.66958
Walking,9.874,1,114.34,0.851,32.56,0.698,1,0.0
Bus,5.017,1,9.76,0.569,18.84,0.49,1,0.96175
Metro,18.615,1,118.71,0.57,29.01,0.915,0,0.79328
Bus,25.843,1,25.4,0.897,37.31,0.548,0,2.00126
Metro,4.179,1,125.08,0.047,31.33,0.287,1,0.16453
Metro,25.019,1,126.37,0.606,12.06,0.443,0,0.96543
Motorcycle,0.791,1,115.64,0.735,33.06,0.059,1,0.10103
Motorcycle,5.507,1,102.2,0.113,30.06,0.263,0,0.57898
Bicycle,3.537,1,123.41,0.784,21.27,0.623,1,0.0
Motorcycle,6.277,1,116.77,0.883,23.35,0.591,0,0.8031
Bus,15.869,1,24.79,0.133,32.4,0.419,1,1.07106
Car,9.988,5,5.0,0.257,36.76,0.657,1,0.40366
Walking,1.005,1,110.3,0.516,37.11,0.165,1,0.0
Motorcycle,28.627,1,127.9,0.173,27.52,0.421,1,3.1115
Bicycle,6.208,1,121.31,0.546,13.17,0.534,0,0.0
Car,13.683,4,4.0,0.901,35.62,0.054,0,0.80842
Bicycle,3.583,1,121.57,0.415,37.12,0.839,1,0.01125
Car,9.658,2,2.0,0.686,13.12,0.198,1,1.08289
Motorcycle,4.205,1,121.26,0.064,12.06,0.889,1,0.44705
Bicycle,11.601,1,123.15,0.299,18.27,0.886,1,0.0
Bicycle,7.961,1,130.74,0.668,37.42,0.381,1,0.0
Car,11.048,4,4.0,0.68,12.03,0.183,1,0.63596
Walking,17.218,1,119.14,0.76,32.59,0.086,0,0.0019
Metro,16.094,1,116.12,0.08,37.33,0.745,0,0.63949
Walking,16.21,1,104.03,0.352,32.39,0.801,0,0.0
Walking,13.997,1,122.91,0.708,26.47,0.724,1,0.0175
Car,21.309,1,1.0,0.244,32.13,0.879,1,4.57331
Bicycle,17.284,1,115.61,0.132,13.43,0.772,1,7e-05
Metro,13.385,1,117.89,0.414,28.16,0.76,1,0.56484
Metro,6.133,1,115.56,0.063,32.65,0.514,1,0.25784
Metro,2.201,1,121.85,0.3,16.06,0.351,1,0.08506
Metro,4.464,1,132.26,0.366,14.75,0.687,1,0.18416
Bus,8.375,1,23.27,0.333,29.6,0.549,1,0.62284
Walking,8.312,1,124.79,0.377,19.98,0.271,1,0.01013
Car,11.571,3,3.0,0.219,13.0,0.785,1,0.7704
Walking,8.558,1,116.3,0.821,27.44,0.514,0,0.00017
Metro,57.493,1,121.56,0.734,30.19,0.332,0,2.15121
Bicycle,10.511,1,120.34,0.289,13.58,0.155,0,0.0
Car,21.37,1,1.0,0.281,19.35,0.223,1,4.51638
Bicycle,2.614,1,118.96,0.158,35.28,0.085,1,0.01148
Walking,12.166,1,118.49,0.777,13.5,0.841,1,0.00566
Walking,32.628,1,121.06,0.798,23.95,0.881,0,0.00149
Car,15.321,4,4.0,0.961,13.14,0.529,1,0.90901
Motorcycle,23.598,1,117.77,0.869,18.79,0.466,1,3.0831
Car,14.844,3,3.0,0.819,34.52,0.877,0,1.1492
Car,4.465,5,5.0,0.249,18.03,0.553,0,0.19009
Motorcycle,7.124,1,125.61,0.594,14.43,0.816,1,0.85738
Car,6.594,3,3.0,0.652,20.41,0.456,0,0.50149
Bicycle,12.454,1,123.51,0.075,30.04,0.309,0,0.00146
Car,1.606,1,1.0,0.694,17.22,0.773,0,0.35545
Motorcycle,11.916,1,113.51,0.535,39.86,0.969,1,1.43625
Motorcycle,2.845,1,117.76,0.501,26.18,0.827,1,0.34821
Bus,25.418,1,17.71,0.95,24.5,0.108,0,2.68674
Bicycle,8.337,1,119.83,0.581,34.48,0.861,0,0.0
Bicycle,14.337,1,106.81,0.655,35.62,0.783,0,0.00177
Walking,41.832,1,120.18,0.12,11.76,0.156,0,0.01281
Bicycle,21.661,1,117.1,0.133,36.35,0.839,0,0.00368
Walking,33.406,1,118.12,0.369,23.68,0.124,0,0.01187
Car,10.461,1,1.0,0.22,22.78,0.453,0,2.15754
Bicycle,9.096,1,133.74,0.266,25.06,0.432,1,0.00717
Car,27.951,5,5.0,0.038,14.03,0.57,0,1.12074
Bicycle,11.337,1,117.65,0.401,19.97,0.87,0,0.0
Bus,4.623,1,25.17,0.05,10.39,0.183,0,0.298
Bicycle,10.116,1,110.71,0.856,15.76,0.033,0,0.0
Metro,2.667,1,97.77,0.242,20.46,0.729,1,0.14469
Car,58.166,1,1.0,0.375,11.95,0.538,1,12.31089
Bus,4.827,1,6.41,0.835,22.89,0.967,0,1.55602
Car,32.308,1,1.0,0.085,21.48,0.261,0,6.50226
Walking,11.649,1,119.6,0.863,10.01,0.056,1,0.0
Bus,2.924,1,29.99,0.245,10.16,0.535,0,0.17479
Car,9.101,2,2.0,0.329,17.41,0.957,0,0.99215
Walking,4.583,1,121.79,0.096,29.21,0.612,0,0.00225
Bus,18.224,1,2.0,0.805,31.63,0.358,1,17.21528
Walking,2.214,1,126.11,0.004,37.94,0.689,0,0.01026
Walking,20.523,1,119.23,0.602,23.81,0.346,0,0.00614
Metro,14.488,1,114.85,0.426,39.72,0.707,1,0.65582
Walking,13.483,1,114.91,0.811,29.82,0.198,0,0.00757
Car,9.809,4,4.0,0.611,35.19,0.136,1,0.52386
Motorcycle,17.859,1,114.14,0.149,23.8,0.99,0,2.04813
Metro,6.738,1,118.13,0.29,10.94,0.846,1,0.28561
Car,28.221,4,4.0,0.696,15.86,0.436,1,1.53207
Walking,17.479,1,120.64,0.113,24.57,0.312,0,0.02052
Bus,5.292,1,20.9,0.226,20.56,0.075,0,0.43695
Bicycle,30.79,1,121.75,0.177,11.12,0.792,1,0.00464
Metro,19.66,1,127.99,0.379,35.0,0.205,0,0.74094
Motorcycle,12.754,1,117.9,0.111,24.47,0.245,0,1.34997
Bus,11.402,1,21.51,0.838,12.24,0.801,0,1.02487
Motorcycle,33.796,1,127.55,0.026,11.06,0.727,0,3.74687
Metro,23.279,1,118.87,0.39,12.6,0.839,1,0.98838
Bicycle,4.189,1,118.91,0.72,37.86,0.908,1,0.01962
Metro,19.225,1,115.88,0.279,38.95,0.204,0,0.79792
Bus,3.708,1,32.11,0.349,31.28,0.157,1,0.18943
Car,12.574,5,5.0,0.506,25.94,0.706,1,0.56556
Bus,0.5,1,34.67,0.11,27.93,0.184,1,0.04099
Walking,12.214,1,122.72,0.958,25.28,0.469,1,0.00036
Bicycle,18.023,1,116.95,0.714,36.19,0.906,0,0.01714
Walking,8.633,1,126.84,0.727,24.85,0.689,1,0.0
Bicycle,9.258,1,124.43,0.5,19.85,0.943,0,0.0149
Metro,5.201,1,118.45,0.129,36.08,0.359,1,0.22628
Bus,6.269,1,17.02,0.052,39.2,0.704,1,0.63699
Motorcycle,8.247,1,114.71,0.463,31.17,0.872,0,0.97728
Metro,17.089,1,117.62,0.128,39.29,0.202,0,0.71509
Car,18.23,2,2.0,0.759,33.8,0.156,1,1.95393
Metro,6.773,1,119.73,0.525,15.84,0.724,1,0.29086
Car,6.977,2,2.0,0.018,32.76,0.434,0,0.67628
Walking,12.005,1,110.72,0.878,30.73,0.341,1,0.00477
Metro,8.032,1,120.41,0.114,21.85,0.467,1,0.32586
Car,13.336,3,3.0,0.599,21.66,0.507,1,1.00708
Walking,19.474,1,124.51,0.838,34.38,0.226,1,0.00282
Motorcycle,22.596,1,120.59,0.295,18.54,0.491,1,2.54588
Motorcycle,3.841,1,109.99,0.51,31.39,0.225,1,0.4637
Motorcycle,8.58,1,127.93,0.25,32.08,0.954,1,0.92645
Bicycle,15.141,1,120.63,0.424,17.4,0.348,0,0.0
Car,4.789,3,3.0,0.974,36.66,0.255,0,0.37481
Metro,44.11,1,116.52,0.849,14.81,0.848,0,1.84636
Car,1.85,2,2.0,0.915,19.81,0.579,1,0.21769
Walking,5.141,1,113.56,0.589,27.26,0.786,1,0.0
Bicycle,10.334,1,113.47,0.732,29.54,0.211,0,0.0
Car,16.831,5,5.0,0.22,20.27,0.999,0,0.70932
Motorcycle,10.53,1,117.23,0.992,31.14,0.051,1,1.32747
Bus,35.864,1,19.01,0.743,36.77,0.247,0,3.5569
Walking,9.84,1,112.84,0.56,31.65,0.28,0,0.01486
Walking,2.601,1,123.37,0.381,35.62,0.145,1,0.01914
Walking,8.479,1,109.86,0.944,23.15,0.69,1,0.00024
Metro,2.991,1,126.7,0.532,29.36,0.606,0,0.13374
Bus,10.824,1,15.48,0.821,28.05,0.749,0,1.43668
Motorcycle,9.567,1,125.13,0.864,25.41,0.254,1,1.20651
Bicycle,2.207,1,117.9,0.093,21.82,0.017,1,0.00341
Car,11.891,1,1.0,0.866,16.63,0.109,0,2.70933
Bus,9.599,1,31.77,0.985,13.76,0.412,1,0.61845
Walking,12.825,1,122.65,0.003,22.84,0.013,0,0.00265
Walking,18.666,1,127.76,0.677,11.81,0.881,1,0.0
Motorcycle,11.404,1,131.66,0.794,21.58,0.024,1,1.32183
Metro,5.007,1,103.16,0.072,10.77,0.917,0,0.23217
Bicycle,29.433,1,115.52,0.521,21.31,0.6,1,0.0
Metro,7.424,1,119.65,0.136,35.49,0.255,1,0.31455
Bicycle,37.791,1,131.59,0.368,19.62,0.51,1,0.00974
Metro,11.097,1,123.18,0.036,23.72,0.661,1,0.44109
